"code","description","comment"
"64.99.19.150","Услуги по факторингу",NA
"64.99.19.160","Услуги по финансовой взаимопомощи",NA
"64.99.19.170","Услуги специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",NA
"64.99.19.180","Услуги ипотечных агентов, управляющих ипотечным покрытием, услуги специализированных депозитариев ипотечного покрытия",NA
"64.99.19.190","Услуги жилищных накопительных кооперативов",NA
"65","Услуги по страхованию, перестрахованию и негосударственному пенсионному обеспечению, кроме обязательного социального обеспечения",NA
"65.1","Услуги по страхованию",NA
"65.11","Услуги по страхованию жизни",NA
"65.11.1","Услуги по страхованию жизни",NA
"65.11.10","Услуги по страхованию жизни","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, предусматривающими выплату пособий в связи со смертью застрахованного лица или по истечении обусловленного срока страхования согласно полисуПолисы могут обеспечивать только защиту от рисков или содержать элемент дохода. Полисы могут распространяться на отдельных лиц или членов групп"
"65.11.10.110","Услуги по страхованию жизни на случай смерти, дожития до определенного возраста или срока либо наступления иного события",NA
"65.11.10.120","Услуги по страхованию жизни с условием периодических страховых выплат (ренты, аннуитетов) и (или) с участием страхователя в инвестиционном доходе страховщика",NA
"65.12","Услуги по страхованию, кроме страхования жизни",NA
"65.12.1","Услуги по страхованию от несчастных случаев и медицинскому страхованию",NA
"65.12.11","Услуги по страхованию от несчастных случаев","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, предусматривающими страхование на случай смерти или утраты конечностей в результате несчастного случая, т.е. выплату, если результатом несчастного случая явилась смерть застрахованного, или утрата им одной или более конечностей (таких, как рука или нога), или потеря зрения на один или оба глаза;- услуги по приему на страхование в соответствии с полисами, предусматривающими периодические выплаты застрахованному, когда он не в состоянии работать в результате несчастного случаяЭта группировка не включает:- страхование от несчастных случаев во время путешествия, см. 65.12.71"
"65.12.11.000","Услуги по страхованию от несчастных случаев",NA
"65.12.12","Услуги по медицинскому страхованию","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, предусматривающими покрытие расходов по пребыванию в лечебном учреждении или медицинских расходов, не покрываемых правительственными программами, и, как правило, прочих расходов по поддержанию здоровья, таких как предписанные медикаментозные средства, применение медицинских аппаратов, услуги скорой помощи, услуги по дежурству частной медицинской сестры и т.д.;- услуги по приему на страхование в соответствии с полисами, предусматривающими покрытие стоматологических расходов;- услуги по приему на страхование в соответствии с полисами, предусматривающими периодические выплаты застрахованному, когда он не в состоянии работать из-за инвалидности, вызванной болезнью"
"65.12.12.000","Услуги по медицинскому страхованию",NA
"65.12.2","Услуги по страхованию автотранспортных средств",NA
"65.12.21","Услуги по страхованию гражданской ответственности владельцев автотранспортных средств","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, покрывающими всю ответственность, связанную с пользованием автотранспортных средств на суше, включая средства, предназначенные для перевозки платных пассажиров или грузовЭта группировка не включает:- гражданскую ответственность, связанную с использованием железнодорожного подвижного состава, см. 65.12.31"
"65.12.21.000","Услуги по страхованию гражданской ответственности владельцев автотранспортных средств",NA
"65.12.29","Услуги по страхованию автотранспортных средств прочие","Эта группировка включает:- услуги по страхованию, покрывающему расходы, связанные с утратой или повреждением сухопутных автотранспортных средствЭта группировка не включает:- услуги по страхованию, покрывающему расходы, связанные с утратой или повреждением железнодорожного подвижного состава, см. 65.12.31"
"65.12.29.000","Услуги по страхованию автотранспортных средств прочие",NA
"65.12.3","Услуги по страхованию морского, воздушного, космического и прочих видов транспорта",NA
"65.12.31","Услуги по страхованию железнодорожного подвижного состава","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, покрывающими риски, связанные с пользованием подвижного состава на железных дорогахПокрываемые риски включают гражданскую ответственность, утрату или повреждение железнодорожного подвижного состава"
"65.12.31.000","Услуги по страхованию железнодорожного подвижного состава",NA
"65.12.32","Услуги по страхованию гражданской ответственности владельцев воздушных и космических транспортных средств","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами страхования гражданской ответственности, покрывающими риски, связанные с пользованием воздушных судов;- услуги по страхованию запуска искусственных спутников"
"65.12.32.000","Услуги по страхованию гражданской ответственности владельцев воздушных и космических транспортных средств",NA
"65.12.33","Услуги по страхованию воздушных и космических транспортных средств прочие","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, кроме полисов страхования гражданской ответственности, которые покрывают риски, связанные с пользованием воздушных судов;- услуги по страхованию запуска космических объектов, включая спутники"
"65.12.33.000","Услуги по страхованию воздушных и космических транспортных средств прочие",NA
"65.12.34","Услуги по страхованию гражданской ответственности владельцев судов","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами страхования гражданской ответственности, покрывающими риски, связанные с пользованием пассажирских и грузовых судов, эксплуатируемых на трансокеанских, прибрежных маршрутах или на внутренних водных путях"
"65.12.34.000","Услуги по страхованию гражданской ответственности владельцев судов",NA
"65.12.35","Услуги по страхованию судов прочие","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, кроме полисов страхования гражданской ответственности, которые покрывают риски, связанные с пользованием пассажирских и грузовых судов,эксплуатируемых на трансокеанских, прибрежных маршрутах или на внутренних водных путях"
"65.12.35.000","Услуги по страхованию судов прочие",NA
"65.12.36","Услуги по страхованию грузов","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, предусматривающими в дополнение к покрытию, обеспечиваемому перевозчиками, покрытие рисков, связанных с повреждением или утратой груза"
"65.12.36.000","Услуги по страхованию грузов",NA
"65.12.4","Услуги по страхованию имущества от ущерба в результате пожара и прочих повреждений","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, предусматривающими покрытие рисков повреждения или утраты имущества, кроме рисков, покрываемых группировками 65.12.2 (услуги по страхованию автотранспортных средств), 65.12.3 (услуги по страхованию морского, воздушного и прочих видов транспорта), услугами по страхованию грузов"
"65.12.41","Услуги по страхованию имущества от ущерба в результате пожара",NA
"65.12.41.000","Услуги по страхованию имущества от ущерба в результате пожара",NA
"65.12.49","Услуги по страхованию имущества от прочих повреждений","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, предусматривающими покрытие рисков повреждения или утраты имущества, таких как кража, взрыв, ураган, град, мороз, прочие стихийные бедствия, радиоактивное заражение и провалы в земле страхование паровых котлов и механизмов, включая риск нанесения вреда имуществу в результате недостатка мощности, освещения, слабого нагрева, воздействия пара или охлаждения"
"65.12.49.000","Услуги по страхованию имущества от прочих повреждений",NA
"65.12.5","Услуги по страхованию общей ответственности",NA
"65.12.50","Услуги по страхованию общей ответственности","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, предусматривающими покрытие рисков, связанных с наступлением любых видов ответственности, включая ответственность за недоброкачественный продукт, телесные повреждения, повреждение имущества, загрязнение окружающей среды, врачебные ошибки и злоупотребления и т.д.Эта группировка не включает:- ответственность за обязательства, охватываемые группировками 65.12.21 (услуги по страхованию гражданской ответственности владельцев автотранспортных средств), 65.12.3 (услуги по страхованию гражданской ответственности владельцев морских, воздушных судов и прочих видов транспорта) и 65.12.4 (услуги по страхованию имущественной ответственности)"
"65.12.50.000","Услуги по страхованию общей ответственности",NA
"65.12.6","Услуги по страхованию кредитов и поручительств",NA
"65.12.61","Услуги по страхованию кредитов","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, предусматривающими покрытие рисков, связанных с чрезмерными убытками по кредитам из-за неплатежеспособности должниковВключены также экспортные кредиты, кредиты с погашением в рассрочку, ипотечные кредиты, сельскохозяйственные кредиты и т.д."
"65.12.61.000","Услуги по страхованию кредитов",NA
"65.12.62","Услуги по страхованию поручительств","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, предусматривающими покрытие рисков, связанных с невыполнением или отказом от выполнения одной из сторон договора или соглашения того или иного договорного обязательства финансового характера"
"65.12.62.000","Услуги по страхованию поручительств",NA
"65.12.7","Услуги по страхованию поездок и неотложной помощи, расходов на ведение судебных дел и услуги по страхованию от различных финансовых потерь",NA
"65.12.71","Услуги по страхованию поездок и неотложной помощи","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, предусматривающими покрытие расходов, связанных с поездками (обычно в рамках страхового пакета), таких как отмена, прерывание или задержка поездки, потеря, задержка или повреждение багажа, медицинские расходы, связанные с несчастным случаем и здоровьем, репатриация телаЭта группировка не включает:- услуги по страхованию автотранспортных средств, см. 65.12.2"
"65.12.71.000","Услуги по страхованию поездок и неотложной помощи",NA
"65.12.72","Услуги по страхованию расходов на ведение судебных дел","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, охватывающими расходы на ведение судебных дел и судебных издержек"
"65.12.72.000","Услуги по страхованию расходов на ведение судебных дел",NA
"65.12.73","Услуги по страхованию от различных финансовых потерь","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, предусматривающими покрытие рисков различных финансовых потерь, т.е. затрат, вызванных следующими причинами: потеря работы, недостаточность дохода (общего), плохие погодные условия, утрата льгот и пособий, сохранение высокого уровня общих затрат, непредвиденные торговые издержки, потеря рыночной стоимости, потеря ренты или дохода, косвенные торговые потери (помимо вышеупомянутых), прочие финансовые потери (неторговые) и прочие формы потерь"
"65.12.73.000","Услуги по страхованию от различных финансовых потерь",NA
"65.12.9","Услуги по страхованию, кроме страхования жизни, прочие",NA
"65.12.90","Услуги по страхованию, кроме страхования жизни, прочие","Эта группировка включает:- услуги по приему на страхование в соответствии с полисами, предусматривающими покрытие прочих рисков, не связанных с жизнью и не включенных в другие группировки"
"65.12.90.000","Услуги по страхованию, кроме страхования жизни, прочие",NA
"65.2","Услуги по перестрахованию",NA
"65.20","Услуги по перестрахованию",NA
"65.20.1","Услуги по перестрахованию обязательств по страхованию жизни, страхованию от несчастных случаев и медицинскому страхованию",NA
"65.20.11","Услуги по перестрахованию обязательств по страхованию жизни","Эта группировка включает:- услуги по перестрахованию обязательств по страхованию жизни;- перестрахование по договорам аннуитета"
"65.20.11.000","Услуги по перестрахованию обязательств по страхованию жизни",NA
"65.20.12","Услуги по перестрахованию обязательств по страхованию от несчастных случаев","Эта группировка включает:- услуги по перестрахованию обязательств по страхованию от несчастных случаев;- перестрахование по договорам аннуитета"
"65.20.12.000","Услуги по перестрахованию обязательств по страхованию от несчастных случаев",NA
"65.20.13","Услуги по перестрахованию обязательств по медицинскому страхованию","Эта группировка включает:- услуги по перестрахованию обязательств по медицинскому страхованию;- перестрахование по договорам аннуитета"
"65.20.13.000","Услуги по перестрахованию обязательств по медицинскому страхованию",NA
"65.20.2","Услуги по перестрахованию обязательств по страхованию транспорта и имущества",NA
"65.20.21","Услуги по перестрахованию обязательств по страхованию гражданской ответственности владельцев автотранспортных средств","Эта группировка включает:- услуги по перестрахованию обязательств по страхованию гражданской ответственности владельцевавтотранспортных средств"
"65.20.21.000","Услуги по перестрахованию обязательств по страхованию гражданской ответственности владельцев автотранспортных средств",NA
"65.20.22","Услуги по перестрахованию обязательств по прочему страхованию автотранспортных средств","Эта группировка включает:- услуги по перестрахованию обязательств по страхованию автотранспортных средств, кроме страхования гражданской ответственности владельцев автотранспортных средств"
"65.20.22.000","Услуги по перестрахованию обязательств по прочему страхованию автотранспортных средств",NA
"65.20.23","Услуги по перестрахованию обязательств по страхованию морского, воздушного, космического и прочих видов транспорта","Эта группировка включает:- услуги по перестрахованию обязательств по страхованию морского, воздушного и прочих видов транспорта"
"65.20.23.000","Услуги по перестрахованию обязательств по страхованию морского, воздушного, космического и прочих видов транспорта",NA
"65.20.24","Услуги по перестрахованию обязательств по страхованию грузов","Эта группировка включает:- услуги по перестрахованию обязательств по страхованию грузов"
"65.20.24.000","Услуги по перестрахованию обязательств по страхованию грузов",NA
"65.20.25","Услуги по перестрахованию обязательств по страхованию имущества от ущерба в результате пожара и прочих повреждений",NA
"65.20.25.000","Услуги по перестрахованию обязательств по страхованию имущества от ущерба в результате пожара и прочих повреждений",NA
"65.20.3","Услуги по перестрахованию обязательств по страхованию общей ответственности, кредитов и поручительств",NA
"65.20.31","Услуги по перестрахованию обязательств по страхованию общей ответственности",NA
"65.20.31.000","Услуги по перестрахованию обязательств по страхованию общей ответственности",NA
"65.20.32","Услуги по перестрахованию обязательств по страхованию кредитов и поручительств",NA
"65.20.32.000","Услуги по перестрахованию обязательств по страхованию кредитов и поручительств",NA
"65.20.4","Услуги по перестрахованию обязательств по страхованию расходов на ведение судебных дел и страхованию от различных финансовых потерь",NA
"65.20.41","Услуги по перестрахованию обязательств по страхованию расходов на ведение судебных дел",NA
"65.20.41.000","Услуги по перестрахованию обязательств по страхованию расходов на ведение судебных дел",NA
"65.20.42","Услуги по перестрахованию обязательств по страхованию от различных финансовых потерь",NA
"65.20.42.000","Услуги по перестрахованию обязательств по страхованию от различных финансовых потерь",NA
"65.20.5","Услуги по перестрахованию, связанные с пенсионным обеспечением",NA
"65.20.50","Услуги по перестрахованию, связанные с пенсионным обеспечением",NA
"65.20.50.000","Услуги по перестрахованию, связанные с пенсионным обеспечением",NA
"65.20.6","Услуги по перестрахованию прочие, кроме перестрахования обязательств по страхованию жизни",NA
"65.20.60","Услуги по перестрахованию прочие, кроме перестрахования обязательств по страхованию жизни",NA
"65.20.60.000","Услуги по перестрахованию прочие, кроме перестрахования обязательств по страхованию жизни",NA
"65.3","Услуги негосударственных пенсионных фондов",NA
"65.30","Услуги негосударственных пенсионных фондов",NA
"65.30.1","Услуги негосударственных пенсионных фондов","Эта группировка не включает:- услуги по доверительному управлению, см. 66.19.31;- административное обслуживание пенсионных фондов, см. 66.29.19;- услуги по управлению пенсионными фондами, см. 66.30.12;- услуги по управлению портфелями ценных бумаг, см. 66.30.11"
"65.30.11","Услуги по индивидуальному пенсионному обеспечению","Эта группировка включает:- услуги по приему на страхование в соответствии с договором аннуитета, т.е. планами, предусматривающими выплату застрахованным лицам дохода через равные промежутки времениПланы могут предусматривать разовый взнос или ряд взносов; могут быть обязательными или добровольными; могут предусматривать заранее оговоренный размер дохода или зависящий от рыночной стоимости поддерживающих план активов; если они увязаны с занятостью, могут сохранять или не сохранять свое действие при изменении условий занятости. Может быть установлена минимальная или максимальная продолжительность срока, в течение которого выплачивается доход; может предусматриваться или не предусматриваться выплата дохода наследникам"
"65.30.11.000","Услуги по индивидуальному пенсионному обеспечению",NA
"65.30.12","Услуги по групповому пенсионному обеспечению","Эта группировка включает:- услуги по приему на страхование в соответствии с планами, предусматривающими выплату дохода членам групп через равные промежутки времениПланы могут предусматривать разовые взносы или ряд взносов; могут быть обязательными или добровольными; могут предусматривать заранее оговоренный размер дохода или зависящий от рыночной стоимости поддерживающих план активов; если они увязаны с занятостью, могут сохранять или не сохранять свое действие при изменении условий занятости. Может быть установлена минимальная или максимальная продолжительность срока, в течение которого выплачивается доход; может предусматриваться или не предусматриваться выплата дохода наследникам"
"65.30.12.000","Услуги по групповому пенсионному обеспечению",NA
"66","Услуги вспомогательные, связанные с услугами финансового посредничества и страхования",NA
"66.1","Услуги вспомогательные, связанные с услугами финансового посредничества, кроме страхования и пенсионного обеспечения",NA
"66.11","Услуги по управлению финансовыми рынками",NA
"66.11.1","Услуги по управлению финансовыми рынками",NA
"66.11.11","Услуги, связанные с организацией функционирования финансовых рынков","Эта группировка включает:- услуги администрирования, состоящие в предоставлении оборудованного места и прочих приспособлений, необходимых для безопасности обмена ценными бумагами"
"66.11.11.000","Услуги, связанные с организацией функционирования финансовых рынков",NA
"66.11.12","Услуги, связанные с регулированием деятельности финансовых рынков","Эта группировка включает:- услуги по регулированию и контролю финансовых рынков и участников этих рынков"
"66.11.12.110","Услуги по управлению и контролю за деятельностью фондовых, товарных, валютных и валютно-фондовых бирж",NA
"66.11.12.120","Услуги регистраторов по ведению реестра владельцев ценных бумаг",NA
"66.11.12.130","Услуги по обеспечению эффективности функционирования финансовых рынков",NA
"66.11.12.140","Услуги по определению взаимных обязательств (клиринг)","Эта группировка включает:- деятельность по любому виду клиринга"
"66.11.12.190","Услуги, связанные с регулированием деятельности финансовых рынков, прочие",NA
"66.11.19","Услуги прочие, связанные с организацией финансовых рынков","Эта группировка не включает:- услуги по предоставлению финансовой информации средствам информации, см. 63.91.1;- услуги по хранению ценных бумаг, см. 66.19.32"
"66.11.19.000","Услуги прочие, связанные с организацией финансовых рынков",NA
"66.12","Услуги по брокерским операциям с ценными бумагами и товарами",NA
"66.12.1","Услуги по брокерским операциям с ценными бумагами и товарами","Эта группировка не включает:- услуги по управлению портфелем ценных бумаг за вознаграждение или на договорной основе, см. 66.30.11"
"66.12.11","Услуги по брокерским операциям с ценными бумагами","Эта группировка включает:- брокерские услуги в связи с ценными бумагами (которые состоят в сведении вместе покупателей и продавцов одних и тех же бумаг);- услуги по выполнению функций агента по продаже долей, акций или прочих приносящих проценты бумаг в совместных (инвестиционных) фондах;- услуги по продаже, передаче и выкупу государственных облигаций;- брокерские опционы"
"66.12.11.110","Услуги брокеров на рынке ценных бумаг",NA
"66.12.11.120","Услуги по управлению ценными бумагами",NA
"66.12.11.130","Услуги по управлению активами",NA
"66.12.11.140","Услуги брокерские по размещению эмиссионных ценных бумаг",NA
"66.12.11.190","Услуги по брокерским операциям с ценными бумагами прочие",NA
"66.12.12","Услуги по брокерским операциям с товарами","Эта группировка включает:- брокерские услуги в связи с операциями с товарами и фьючерсными продажами товаров, включая финансовые фьючерсы;- брокерские операции с финансовыми производными инструментами, иными, чем опционыЭта группировка не включает:- брокерские опционы, см. 66.12.11"
"66.12.12.000","Услуги по брокерским операциям с товарами",NA
"66.12.13","Услуги, связанные с иностранной валютой","Эта группировка включает:- услуги, связанные с обменом иностранной валюты, предоставляемые обменными пунктами, и т.д."
"66.12.13.000","Услуги, связанные с иностранной валютой",NA
"66.19","Услуги вспомогательные прочие по отношению к финансовым услугам, кроме страхования и пенсионного обеспечения",NA
"66.19.1","Услуги по осуществлению и регистрации сделок с ценными бумагами",NA
"66.19.10","Услуги по осуществлению и регистрации сделок с ценными бумагами","Эта группировка включает:- посредством компьютера предоставляемые услуги по взаимозачету и урегулированию требований в связи с дебетовыми и кредитовыми операциями с ценными бумагами, а также в связи с передачей прав собственности на ценные бумаги"
"66.19.10.000","Услуги по осуществлению и регистрации сделок с ценными бумагами",NA
"66.19.2","Услуги вспомогательные, связанные с банковской инвестиционной деятельностью",NA
"66.19.21","Услуги по вопросам слияния и приобретения","Эта группировка включает:- консультативные и переговорные услуги, связанные с достижением договоренности о слиянии и приобретении"
"66.19.21.000","Услуги по вопросам слияния и приобретения",NA
"66.19.22","Услуги, связанные с корпоративными финансами и венчурным капиталом","Эта группировка включает:- услуги по организации корпоративного финансирования, включая финансирование долга, акционерного и венчурного капитала, услуги по финансированию венчурного капитала"
"66.19.22.000","Услуги, связанные с корпоративными финансами и венчурным капиталом",NA
"66.19.29","Услуги вспомогательные прочие, связанные с банковской инвестиционной деятельностью","Эта группировка не включает:- услуги, связанные с информацией о курсах акций, предоставляемые через компьютерный информационный сервер, см. 58.19.29;- услуги по предоставлению финансовой информации средствам информации, см. 63.91.1;- услуги по доверительному управлению и хранению, см. 66.19.3;- услуги по управлению портфелем ценных бумаг, см. 66.30.11"
"66.19.29.000","Услуги вспомогательные прочие, связанные с банковской инвестиционной деятельностью",NA
"66.19.3","Услуги по доверительному управлению и хранению",NA
"66.19.31","Услуги по доверительному управлению","Эта группировка включает:- услуги по доверительному управлению и руководству недвижимостью и активами;- услуги в качестве доверенного лица инвестиционных фондов или пенсионных фондов;- услуги в качестве доверенного лица в отношении ценных бумаг (административные услуги, связанные с выпуском и регистрацией ценных бумаг, и выплата процентов и дивидендов)Эта группировка не включает:- услуги по управлению фондами, см. 66.30.1"
"66.19.31.000","Услуги по доверительному управлению",NA
"66.19.32","Услуги по хранению","Эта группировка включает:- оказание услуг в соответствии с инструкциями по хранению и учету ценной и обычно приносящей доход личной собственности, включая ценные бумаги;- услуги по хранению;- услуги по обеспечению надежности вкладов;- услуги по обеспечению безопасности хранения;- услуги по аудиторской ревизии ценных бумаг клиента, помещенных на хранение"
"66.19.32.000","Услуги по хранению",NA
"66.19.9","Услуги вспомогательные прочие по отношению к финансовым услугам, кроме страхования и пенсионного обеспечения, не включенные в другие группировки",NA
"66.19.91","Услуги по финансовым консультациям","Эта группировка включает:- услуги по финансовым консультациям, анализ и изучение рынкаЭта группировка не включает:- услуги по вопросам слияния и приобретения, см. 66.19.21;- услуги, связанные с корпоративными финансами и венчурным капиталом, см. 66.19.22;- услуги по доверительному управлению и хранению, см. 66.19.3;- консультативные услуги по вопросам страхования и пенсионного обеспечения, см. 66.29.19;- услуги по управлению портфелем, см. 66.30.11;- консультативные услуги по налоговым вопросам, см. 69.20.3;- консультативные услуги по вопросам управления финансами (кроме налогообложения предпринимательства), см. 70.22.12"
